Lib_Name,Source,N_Runs,Mean_Cosine_Similarity,Std_Cosine_Similarity,Median_Cosine_Similarity
strip-bom,top,5,0.7335,0.0242,0.7446
friendly-errors-webpack-plugin,top,5,0.733,0.0024,0.7325
broccoli-ng-templatecache,bottom,5,0.7329,0.0032,0.7334
is-absolute,top,5,0.7328,0.0133,0.7387
gitbook-plugin-comments,bottom,5,0.732,0.0016,0.7329
webpack-middleware,middle,5,0.7318,0.0233,0.7368
broccoli-csssplit,bottom,5,0.731,0.0046,0.7316
deferred-interval,bottom,5,0.7307,0.0093,0.7265
2048term,bottom,5,0.7305,0.0116,0.7279
react-mounter,middle,5,0.7301,0.0312,0.7418
edp-bcs,bottom,5,0.7293,0.0149,0.7373
mocha-text-cov,middle,5,0.7285,0.0018,0.7293
pug-cli,middle,5,0.7283,0.0435,0.7565
ansi-regex,top,5,0.7283,0.0098,0.7298
git-clone,middle,5,0.7281,0.0159,0.7261
react-dropdown,middle,5,0.7275,0.0181,0.7206
gulp-es6-module-jstransform,bottom,5,0.7273,0.0109,0.7282
gulp-subtree,middle,5,0.7271,0.0201,0.7352
fluxxor-autobind,bottom,5,0.727,0.0125,0.718
electron-reload,middle,5,0.7263,0.0706,0.677
node-jwks-rsa,middle,5,0.7257,0.0207,0.7258
download-email-attachments,bottom,5,0.7256,0.0103,0.7231
fs-temp,middle,5,0.7252,0.0152,0.7272
is-typedarray,top,5,0.7251,0.0055,0.7264
email-obfuscator,bottom,5,0.7242,0.004,0.726
closest,middle,5,0.7239,0.019,0.7271
karma-webpack,top,5,0.7235,0.0122,0.7231
postcss-modules-local-by-default,top,5,0.7234,0.0182,0.7184
postcss-inline-svg,middle,5,0.7231,0.0031,0.723
random-item,middle,5,0.7222,0.0151,0.7324
vuex-i18n,middle,5,0.7222,0.0299,0.7309
fastft-api-client,bottom,5,0.7217,0.0055,0.7229
es-abstract,top,5,0.7208,0.0141,0.7223
grunt-blogbuilder,bottom,5,0.7205,0.0161,0.7169
ass-to-vtt,bottom,5,0.7205,0.0067,0.7227
browserify-dev-bundler,bottom,5,0.7204,0.0068,0.7182
karma-electron,middle,5,0.7203,0.006,0.7225
ember-sinon,middle,5,0.7202,0.0049,0.7227
hexo-cli,middle,5,0.7202,0.0121,0.7169
builtin-modules,top,5,0.7199,0.0118,0.7191
ioBroker.js-controller,bottom,5,0.7195,0.0074,0.717
grunt-npm-helper,bottom,5,0.7189,0.0059,0.7191
in-publish,top,5,0.7183,0.0422,0.7287
css-declaration-sorter,top,5,0.7183,0.005,0.7185
grunt-gulp,middle,5,0.7178,0.0077,0.714
koa-barista,bottom,5,0.7177,0.0268,0.7213
daily-comic.js,bottom,5,0.7174,0.0008,0.7169
is-accessor-descriptor,top,5,0.7174,0.0076,0.7164
cli-cursor,top,5,0.7172,0.0145,0.7244
unescape-js,middle,5,0.717,0.0196,0.7289
gulp-strip-css-comments,middle,5,0.7165,0.0069,0.7203
camelcase-keys,top,5,0.7164,0.0103,0.7151
beercalc_js,bottom,5,0.7164,0.0012,0.7168
react-collapse,middle,5,0.7162,0.0045,0.7186
cross-env,top,5,0.7162,0.0132,0.7146
hapi-cors-headers,middle,5,0.7154,0.004,0.7165
parse-mongo-url,middle,5,0.7154,0.0106,0.7189
gzip-size,top,5,0.7153,0.0161,0.7242
is-descriptor,top,5,0.7153,0.0215,0.7216
node-MarkerWithLabel,middle,5,0.7149,0.006,0.7121
react-sticky,middle,5,0.7148,0.007,0.7152
standard-format,middle,5,0.7144,0.0207,0.7198
postcss-parser-tests,middle,5,0.7142,0.035,0.6888
serve-favicon,top,5,0.7141,0.0188,0.7189
spdy-transport,top,5,0.7141,0.0408,0.7385
map-visit,top,5,0.7138,0.007,0.7112
node-comment-json,middle,5,0.7126,0.0028,0.7116
lintspaces-cli,middle,5,0.7126,0.0087,0.7175
grunt-api-meta,bottom,5,0.7122,0.0087,0.7137
sort-by,middle,5,0.7121,0.0041,0.7132
object-hash,top,5,0.712,0.0217,0.7278
import-lazy,top,5,0.7114,0.0134,0.7121
bip32-wallet,bottom,5,0.7114,0.0083,0.7127
babel-plugin-dynamic-import-node,top,5,0.7101,0.0006,0.7099
denodeify,top,5,0.71,0.0111,0.7129
split-string,top,5,0.7099,0.0088,0.7122
node-logify,bottom,5,0.7091,0.0212,0.7166
is-number,top,5,0.7087,0.0054,0.7085
backbone.declarative.views,bottom,5,0.7085,0.0042,0.7084
MetaScript,middle,5,0.7074,0.0291,0.6995
vue-moment,middle,5,0.7074,0.0019,0.7069
angular-integer,bottom,5,0.7072,0.0293,0.7164
ember-assign-polyfill,middle,5,0.7071,0.0095,0.7016
bloggy-marked-toc,bottom,5,0.7067,0.0287,0.7182
stream-to-promise,middle,5,0.7063,0.0078,0.7008
node-constant-contact,bottom,5,0.7062,0.0245,0.7053
github-todos,bottom,5,0.706,0.0091,0.7101
statuses,top,5,0.7059,0.0433,0.7278
console.table,middle,5,0.7054,0.0052,0.7057
multireducer,middle,5,0.7054,0.0108,0.7095
os-locale,top,5,0.7053,0.0392,0.6772
breeze.js.bower,bottom,5,0.7052,0.0076,0.7053
decompress-response,top,5,0.7051,0.008,0.7016
angular-nl2br,bottom,5,0.7049,0.0228,0.6953
parse-torrent,middle,5,0.7046,0.0326,0.7268
dom-serialize,top,5,0.7036,0.0103,0.6964
fuzzy-search,middle,5,0.703,0.0075,0.6992
hapi-auth-jwt2,middle,5,0.7029,0.0073,0.7037
caller-path,top,5,0.7027,0.0502,0.7106
concat-image,bottom,5,0.7023,0.0032,0.7022
markdown-it-mark,middle,5,0.702,0.0218,0.7121
http-errors,top,5,0.7016,0.0168,0.6957
is-travis,middle,5,0.701,0.0084,0.7068
node-cross-spawn,top,5,0.7007,0.0044,0.7008
postcss-font-variant,top,5,0.6996,0.0101,0.7045
react-with-styles,middle,5,0.6989,0.0137,0.7006
strict-uri-encode,top,5,0.6989,0.0219,0.6895
npmi,middle,5,0.6987,0.0429,0.6782
gulp-cdn-ref,bottom,5,0.6982,0.0232,0.7078
grunt-metascript,bottom,5,0.6982,0.0208,0.7086
md5.js,top,5,0.6981,0.0124,0.7036
gulp-imacss,bottom,5,0.6974,0.0321,0.6876
express-react-views,middle,5,0.697,0.0082,0.6932
algoliasearch-helper-js,middle,5,0.697,0.0123,0.6992
unc-path-regex,top,5,0.6969,0.0365,0.6806
html-pipe,bottom,5,0.6969,0.0219,0.6879
flush-write-stream,top,5,0.6965,0.0101,0.6949
loopback-phase,middle,5,0.6962,0.0045,0.6968
RegExp.prototype.flags,top,5,0.6957,0.0193,0.6899
simctl,middle,5,0.6957,0.0063,0.6987
class-utils,top,5,0.6948,0.0503,0.7246
loader-runner,top,5,0.6947,0.0422,0.6737
blum,bottom,5,0.6946,0.0494,0.717
knockout-else,bottom,5,0.6944,0.0107,0.6961
hapi-monit,bottom,5,0.6941,0.0164,0.6967
map-cache,top,5,0.6941,0.0135,0.6973
node-language-exec,bottom,5,0.694,0.0044,0.6918
jekyll-meta-from-markdown,bottom,5,0.6926,0.0041,0.6944
webidl-conversions,top,5,0.6926,0.0047,0.6905
eslint-plugin,middle,5,0.6925,0.0076,0.6911
nanomatch,top,5,0.6921,0.0111,0.6973
socket.io-adapter,top,5,0.6916,0.0147,0.6924
mongoose-deep-populate,middle,5,0.6915,0.0123,0.6891
apimock-middleware,bottom,5,0.6914,0.0109,0.6928
validate-npm-package-license.js,top,5,0.6911,0.0047,0.6945
object.pick,top,5,0.691,0.0133,0.6833
randomatic,top,5,0.6909,0.0267,0.6743
ga-localstorage,bottom,5,0.6905,0.0021,0.6898
redux-devtools-themes,middle,5,0.6905,0.006,0.69
stackframe,top,5,0.6902,0.0316,0.7046
postcss-css-variables,middle,5,0.6899,0.0041,0.692
serve-static,top,5,0.6896,0.0154,0.6793
underscore-template-loader,middle,5,0.6896,0.0083,0.6861
node-language-spawn,bottom,5,0.6892,0.011,0.6951
cors,middle,5,0.6889,0.0071,0.6917
bootstrap-sass-loader,middle,5,0.6888,0.0103,0.6916
trim-newlines,top,5,0.6885,0.0166,0.7006
latex-watcher,bottom,5,0.6883,0.0144,0.6879
telegraf,middle,5,0.688,0.0077,0.6845
morgan,top,5,0.6878,0.0171,0.6775
generator-react-gulp-browserify,bottom,5,0.6876,0.0075,0.6884
filetobase64,bottom,5,0.6874,0.0,0.6874
file-type,top,5,0.6869,0.0077,0.6863
js-m4,bottom,5,0.6866,0.0316,0.6726
react-static-container,middle,5,0.6858,0.0064,0.6843
format-url,bottom,5,0.6856,0.0041,0.6862
unit-coverage,middle,5,0.6849,0.0296,0.7037
react-dock,middle,5,0.6847,0.0089,0.6839
browser-process-hrtime,top,5,0.684,0.0221,0.6738
is-equal-shallow,top,5,0.6839,0.0251,0.6677
googlefonts,bottom,5,0.6838,0.0104,0.6807
simple-sha1,middle,5,0.6826,0.0108,0.6857
clusterjs,bottom,5,0.6822,0.0062,0.6795
stream-assert,middle,5,0.6819,0.0134,0.6909
mocha.parallel,middle,5,0.6818,0.0011,0.6816
geohash-poly,bottom,5,0.6811,0.0055,0.6794
find-cache-dir,top,5,0.681,0.0211,0.6793
is-primitive,top,5,0.681,0.0221,0.672
apostrophe-facebook,bottom,5,0.681,0.0112,0.686
isomorphic-form-data,middle,5,0.6806,0.0036,0.678
chemical-symbols,bottom,5,0.6804,0.0143,0.6896
is-localhost,bottom,5,0.6804,0.0095,0.6797
normalize-newline,middle,5,0.6802,0.017,0.6835
is-data-descriptor,top,5,0.6794,0.0073,0.6746
snapdragon-util,top,5,0.6791,0.0037,0.6814
uniqid,top,5,0.6791,0.012,0.6854
gulp-jsdoc,middle,5,0.679,0.0086,0.6775
etag,top,5,0.6788,0.0414,0.6955
is-async-supported,middle,5,0.6787,0.0115,0.6788
tslint-ionic-rules,middle,5,0.6783,0.0037,0.6779
path-exists,top,5,0.6782,0.0147,0.6863
define-properties,top,5,0.6771,0.0032,0.6775
builder-coffee,bottom,5,0.6771,0.0245,0.6838
gulp-base64,middle,5,0.677,0.0121,0.6722
parse-filepath,top,5,0.676,0.0021,0.676
connect-weinre-injector,bottom,5,0.676,0.0229,0.6904
edx-modulestore-node,bottom,5,0.6749,0.0214,0.6832
lazy-cache,top,5,0.6749,0.0133,0.6829
dialog,bottom,5,0.6746,0.0091,0.6709
node-url,top,5,0.6745,0.0143,0.6712
eslint-config-kentcdodds,middle,5,0.6742,0.0022,0.6753
hexo-generator-json-content,middle,5,0.6738,0.0109,0.6755
koa-helmet,middle,5,0.6728,0.0,0.6728
bloggy,bottom,5,0.6728,0.0076,0.6731
beautify-lint,middle,5,0.6725,0.0027,0.6706
finalhandler,top,5,0.6716,0.0188,0.6706
gzip-size-cli,middle,5,0.6716,0.0284,0.6759
extend-shallow,top,5,0.6713,0.0209,0.6623
markdown-it-deflist,middle,5,0.6713,0.0235,0.6567
hexo-migrator-joomla,bottom,5,0.6712,0.0069,0.6706
markdown-extensions,middle,5,0.6708,0.0301,0.6788
nth-check,top,5,0.6703,0.0216,0.6696
babel-plugin-webpack-alias,middle,5,0.6702,0.0109,0.6719
meanio,middle,5,0.6697,0.0123,0.6669
array-fill,bottom,5,0.6692,0.015,0.6776
istanbul-instrumenter-loader,top,5,0.6684,0.0079,0.663
snapdragon,top,5,0.6683,0.0068,0.6655
rollup-plugin-istanbul,middle,5,0.6682,0.0041,0.6689
eslint-plugin-standard,top,5,0.6679,0.0406,0.6881
jshint-reporter-bamboo,bottom,5,0.6675,0.0137,0.6721
is-path-inside,top,5,0.6675,0.0021,0.6684
gulp-standard,middle,5,0.6673,0.0533,0.6318
browserify-hmr,middle,5,0.6671,0.0045,0.6692
replace-ext,top,5,0.6671,0.0008,0.6677
is-builtin-module,top,5,0.667,0.0033,0.6685
regjsgen,top,5,0.6667,0.01,0.6645
filename-regex,top,5,0.6663,0.0,0.6663
eris,middle,5,0.6658,0.0028,0.6671
leo-platform-arduino,bottom,5,0.6654,0.005,0.6633
top-gh-contribs,middle,5,0.6653,0.0384,0.6767
spdx-expression-parse.js,top,5,0.6651,0.011,0.6667
v8flags,top,5,0.6649,0.0461,0.6495
excuses,bottom,5,0.6648,0.037,0.6708
ends-with,middle,5,0.6635,0.0081,0.6652
webpack-hot-middleware,top,5,0.6633,0.0199,0.6543
esbeautifier,middle,5,0.6631,0.0124,0.659
detect-newline,top,5,0.6626,0.0171,0.6584
has-ansi,top,5,0.6623,0.0001,0.6622
unassertify,middle,5,0.6622,0.0192,0.6722
cyclon.p2p-rtc-client,bottom,5,0.6622,0.0028,0.6639
exec-sh,top,5,0.6622,0.0006,0.6623
node-gcm-cli,bottom,5,0.6621,0.0363,0.6472
postcss-custom-media,top,5,0.662,0.0004,0.6617
m3u8downloader,bottom,5,0.6617,0.007,0.6598
global-modules,top,5,0.6616,0.0369,0.6432
json-stringify-pretty-compact,middle,5,0.6612,0.0125,0.6577
date-math,middle,5,0.6611,0.0056,0.6608
callsites,top,5,0.6611,0.0195,0.6658
node-multispinner,middle,5,0.661,0.0114,0.6662
diffie-hellman,top,5,0.6607,0.0108,0.6558
callback-wrapper,bottom,5,0.6602,0.0156,0.6575
node-language-detect-spawn,bottom,5,0.6602,0.0089,0.6568
is-buffer,top,5,0.6601,0.0214,0.6706
parse-gitignore,middle,5,0.6599,0.013,0.663
universal-router,middle,5,0.6597,0.0155,0.6613
source-map-resolve,top,5,0.6596,0.0204,0.6487
set-value,top,5,0.6593,0.0149,0.6663
karma-lodash-template-preprocessor,bottom,5,0.6582,0.0029,0.6568
hershey,bottom,5,0.658,0.0221,0.6615
npm-utils,middle,5,0.6577,0.003,0.657
safe-buffer,top,5,0.6576,0.0081,0.6543
grunt-protractor-coverage,middle,5,0.6576,0.0103,0.653
directory-path,bottom,5,0.6575,0.0117,0.6523
resolve-from,top,5,0.657,0.029,0.652
karma-nunjucks,bottom,5,0.6565,0.0196,0.6529
postcss-opacity,middle,5,0.6563,0.0102,0.6544
frozen-express,bottom,5,0.6558,0.0004,0.6557
cookie-parser,top,5,0.655,0.0092,0.6494
gl-mat4,middle,5,0.6549,0.0073,0.652
content-disposition,top,5,0.6549,0.0186,0.6677
custom-event,top,5,0.6549,0.0143,0.6643
indent-string,top,5,0.6547,0.0297,0.6764
express-request-proxy,middle,5,0.6546,0.0064,0.6546
ember-cli-github-pages,middle,5,0.6545,0.0081,0.658
mocha-clean,middle,5,0.6545,0.0151,0.6615
isstream,top,5,0.6541,0.0197,0.6418
backbone-computed-properties,bottom,5,0.6541,0.0055,0.6502
liquid-fire,middle,5,0.654,0.0172,0.6479
itbit,bottom,5,0.6534,0.0034,0.6519
is-ci,top,5,0.6533,0.0479,0.6715
path-loader,middle,5,0.6531,0.04,0.6303
busylight,bottom,5,0.6527,0.0042,0.6542
check-pages,middle,5,0.6519,0.0094,0.6539
is-obj,top,5,0.6518,0.0005,0.6516
prop-types,top,5,0.651,0.0147,0.654
react-inline-css,middle,5,0.6509,0.0039,0.6527
gocd-api,bottom,5,0.6507,0.0215,0.6365
lego-client,bottom,5,0.6503,0.002,0.6495
rollup-plugin-bundle-size,middle,5,0.6501,0.032,0.6506
node-argx,middle,5,0.6501,0.0143,0.6478
code-snippets,bottom,5,0.6489,0.0,0.6489
rss,bottom,5,0.6485,0.0072,0.6468
json-readdir-stream,bottom,5,0.6485,0.0096,0.6552
gardr-plugin-ext-burt,bottom,5,0.6484,0.0136,0.6529
is-plain-obj,top,5,0.648,0.0335,0.6332
array-unique,top,5,0.6468,0.0251,0.6581
gaffa-frame,bottom,5,0.6468,0.0104,0.6454
node-assetmanager,middle,5,0.6465,0.0076,0.6518
validate-npm-package-name,top,5,0.646,0.0141,0.6464
broccoli-splitter,bottom,5,0.6457,0.0159,0.6449
geojson-vt,middle,5,0.6456,0.0224,0.6447
normalize-path,top,5,0.6456,0.0276,0.6557
is-regexp,top,5,0.6454,0.0257,0.6275
xdg-basedir,top,5,0.6444,0.0055,0.641
detect-rename,bottom,5,0.6444,0.0123,0.6428
gulp-hub,middle,5,0.6443,0.0206,0.6396
ngtemplate-loader,middle,5,0.6441,0.0553,0.662
grunt-htmllint-http,bottom,5,0.6441,0.0313,0.6596
package-json-versionify,middle,5,0.644,0.0116,0.6373
date-fns,top,5,0.6438,0.0174,0.6515
OwlCarousel2,middle,5,0.6432,0.0146,0.6428
assign-symbols,top,5,0.6432,0.0322,0.6361
postcss-message-helpers,top,5,0.6431,0.0079,0.6468
afinn-96,bottom,5,0.6426,0.0094,0.6437
flagged-respawn,top,5,0.6425,0.052,0.6249
memory-fs,top,5,0.6424,0.0266,0.6503
array-uniq,top,5,0.6424,0.0,0.6424
github-jobs,bottom,5,0.6424,0.0057,0.6447
binding,middle,5,0.6423,0.0538,0.6124
autod-egg,middle,5,0.6421,0.0263,0.6347
is-relative,top,5,0.642,0.0127,0.6328
generator-npm-module,bottom,5,0.642,0.0115,0.6382
clui,middle,5,0.6417,0.0054,0.6409
flickity,middle,5,0.6417,0.0174,0.6472
karma-jasmine-cucumber,bottom,5,0.6416,0.0148,0.636
slack-bot-api,middle,5,0.6409,0.0012,0.64
redux-undo,middle,5,0.6408,0.0106,0.641
trash-cli,middle,5,0.6407,0.041,0.6327
js-sha256,middle,5,0.64,0.0106,0.6442
bitbucket-ips,bottom,5,0.6389,0.0062,0.6356
displayer-api-client,bottom,5,0.6387,0.0036,0.637
jsos-util,bottom,5,0.638,0.0091,0.6359
generate-function,top,5,0.6379,0.0048,0.6396
angular-directive-boilerplate,bottom,5,0.6374,0.0028,0.6371
node-sshpk,top,5,0.6373,0.018,0.6337
cache-wrapper,bottom,5,0.637,0.0048,0.6396
cantina-app-users,bottom,5,0.6366,0.0126,0.6373
amqp.channel,bottom,5,0.6362,0.0144,0.6262
prepend-http,top,5,0.6359,0.0044,0.6376
node-http-verror,bottom,5,0.6356,0.0123,0.6323
csv-join,bottom,5,0.6337,0.0057,0.6349
lcid,top,5,0.6335,0.0182,0.6332
postcss-custom-properties,top,5,0.6334,0.0143,0.6337
gitbook-grvis,bottom,5,0.6332,0.0128,0.6408
template-html-loader,middle,5,0.6332,0.0073,0.6315
reduce-css-calc,top,5,0.6327,0.0095,0.6279
is-directory,top,5,0.6324,0.0065,0.6321
repeat-string,top,5,0.632,0.0024,0.6331
contains-path,top,5,0.6316,0.0215,0.6391
react-hot-loader,top,5,0.6316,0.0255,0.6441
color-name,top,5,0.6312,0.005,0.6284
postcss-easings,middle,5,0.6312,0.0142,0.625
pkg-up,top,5,0.6311,0.0727,0.6114
gulp-pleeease,middle,5,0.6307,0.0246,0.6298
on-headers,top,5,0.6301,0.0247,0.6254
rc-config-loader,middle,5,0.6295,0.0103,0.6262
async-each-series,top,5,0.6295,0.0052,0.6317
react-flip-move,middle,5,0.6291,0.0068,0.6259
websocket-extensions-node,top,5,0.629,0.0154,0.6261
i18next-xhr-backend,middle,5,0.629,0.0095,0.6302
bmfont2json,bottom,5,0.6288,0.0113,0.6205
encodeurl,top,5,0.6287,0.0198,0.6419
watchpack,top,5,0.6287,0.046,0.649
babel-plugin-transform-react-remove-prop-types,top,5,0.6284,0.012,0.6308
react-click-outside,middle,5,0.6283,0.0111,0.631
to-ico,middle,5,0.6265,0.0042,0.6287
aws-instances,bottom,5,0.6261,0.0079,0.6236
createECDH,top,5,0.6259,0.0126,0.6255
yauzl,top,5,0.6259,0.0,0.6259
define-exceptions,bottom,5,0.6253,0.0081,0.627
exp-asynccache,bottom,5,0.6252,0.0122,0.6282
stream-each,top,5,0.6252,0.019,0.6278
require-in-the-middle,middle,5,0.6251,0.0528,0.6618
regex-cache,top,5,0.6245,0.0,0.6245
thorJS-builder,bottom,5,0.6242,0.0207,0.6323
load-json-file,top,5,0.6239,0.0192,0.6128
avprober,bottom,5,0.6236,0.0135,0.628
throng,middle,5,0.6226,0.0506,0.6078
